ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,LIGHT_CONDITION,SEVERITY,SPEED_ZONE,LONGITUDE,LATITUDE,RMA
T20140025811,13/12/2014,12.02.00,Collision with vehicle                   ,Friday,Rear End(Vehicles In Same Lane)               ,Day                             ,Other injury accident                    ,100 km/hr                          ,145.12571,-37.89245,Freeway
T20140025822,12/12/2014,14.10.00,Collision with vehicle                   ,Thursday,Right Turn Sideswipe                    ,Day                             ,Other injury accident                    ,80 km/hr                          ,145.13491,-37.85207,Arterial Highway
T20140025823,11/12/2014,16.00.00,Collision with vehicle                   ,Thursday,Vehicle Strikes Door Of Parked/Stationary Vehicle      ,Day                             ,Other injury accident                    ,60 km/hr                          ,145.00411,-37.81907,Arterial Other
T20140025826,13/12/2014,14.05.00,Collision with vehicle                   ,Friday,Rear End(Vehicles In Same Lane)               ,Day                             ,Serious injury accident                   ,80 km/hr                          ,145.23299,-37.89039,Arterial Highway
T20140025828,13/12/2014,00.30.00,Collision with vehicle                   ,Saturday,Double Parked                        ,Dark Street lights unknown,Other injury accident                    ,50 km/hr                          ,145.00934,-37.75648,Local Road
T20140025831,13/12/2014,14.55.00,Collision with a fixed object                ,Friday,Off Right Bend Into Object/Parked Vehicle          ,Day                             ,Serious injury accident                   ,80 km/hr                          ,145.89925,-37.63922,Arterial Other
T20140025833,13/12/2014,17.10.00,Collision with vehicle                   ,Saturday,Right Through                        ,Day                             ,Serious injury accident                   ,60 km/hr                          ,145.1484,-37.87221,Arterial Other
T20140025835,13/12/2014,17.05.00,Collision with vehicle                   ,Saturday,Rear End(Vehicles In Same Lane)               ,Day                             ,Serious injury accident                   ,70 km/hr                          ,144.78181,-37.7295,Arterial Other
T20140025836,13/12/2014,15.00.00,Collision with vehicle                   ,Saturday,Vehicle Collides With Vehicle Parked On Left Of Road    ,Day                             ,Other injury accident                    ,50 km/hr                          ,145.32611,-38.08346,Local Road
T20140025838,13/12/2014,18.35.00,Collision with vehicle                   ,Saturday,Vehicle Collides With Vehicle Parked On Left Of Road    ,Day                             ,Other injury accident                    ,40 km/hr                          ,145.17695,-37.86625,Local Road
T20140025840,13/12/2014,19.15.00,Collision with vehicle                   ,Saturday,Cross Traffic(Intersections Only)              ,Dusk/Dawn                          ,Serious injury accident                   ,60 km/hr                          ,145.10903,-38.03856,Arterial Other
T20140025842,13/12/2014,20.35.00,Collision with vehicle                   ,Saturday,Rear End(Vehicles In Same Lane)               ,Dusk/Dawn                          ,Serious injury accident                   ,50 km/hr                          ,142.16423,-34.18393,Arterial Highway
T20140025843,13/12/2014,17.00.00,No collision and no object struck              ,Saturday,Out Of Control On Carriageway (On Straight)         ,Day                             ,Serious injury accident                   ,Not known                          ,146.09994,-38.02417,Local Road
T20140025845,13/12/2014,15.35.00,Collision with vehicle                   ,Saturday,Left Turn Sideswipe                     ,Day                             ,Other injury accident                    ,50 km/hr                          ,144.99717,-37.81021,Arterial Other
T20140025847,13/12/2014,15.50.00,Collision with a fixed object                ,Saturday,Left Off Carriageway Into Object/Parked Vehicle       ,Day                             ,Other injury accident                    ,80 km/hr                          ,144.94167,-37.53998,Arterial Other
T20140025848,13/12/2014,21.50.00,Collision with a fixed object                ,Saturday,Right Off Carriageway Into Object/Parked Vehicle      ,Dark No street lights,Serious injury accident                   ,80 km/hr                          ,144.61408,-38.13497,Arterial Other
T20140025851,13/12/2014,22.17.00,Collision with a fixed object                ,Saturday,Left Off Carriageway Into Object/Parked Vehicle       ,Dark No street lights,Other injury accident                    ,50 km/hr                          ,145.12794,-38.08797,Local Road
T20140025852,13/12/2014,22.42.00,Vehicle overturned (no collision)              ,Saturday,Out Of Control On Carriageway (On Bend)           ,Dark Street lights on,Serious injury accident                   ,50 km/hr                          ,145.17109,-38.11262,Local Road
T20140025854,13/12/2014,23.30.00,Collision with vehicle                   ,Friday,Rear End(Vehicles In Same Lane)               ,Dark Street lights on,Other injury accident                    ,70 km/hr                          ,144.97586,-37.74234,Arterial Highway
T20140025855,13/12/2014,23.18.00,Struck Pedestrian                      ,Saturday,Far Side. Ped Hit By Vehicle From The Left         ,Dark Street lights on,Other injury accident                    ,60 km/hr                          ,145.02471,-37.87267,Arterial Other
T20140025857,14/12/2014,05.15.00,Collision with vehicle                   ,Sunday,Right Near (Intersections Only)               ,Dusk/Dawn                          ,Other injury accident                    ,40 km/hr                          ,144.95369,-37.81808,Arterial Other
T20140025858,4/11/2014,02.10.00,Collision with a fixed object                ,Tuesday,Left Off Carriageway Into Object/Parked Vehicle       ,Dark No street lights,Other injury accident                    ,100 km/hr                          ,145.42762,-38.15426,Local Road
T20140025863,14/12/2014,02.30.00,Fall from or in moving vehicle               ,Sunday,Fell In/From Vehicle                    ,Dark No street lights,Serious injury accident                   ,100 km/hr                          ,142.27569,-38.2176,Local Road
T20140025865,14/12/2014,09.20.00,Collision with vehicle                   ,Sunday,Right Off Carriageway Into Object/Parked Vehicle      ,Day                             ,Serious injury accident                   ,50 km/hr                          ,144.8999,-38.35718,Arterial Highway
T20140025866,14/12/2014,10.00.00,Collision with a fixed object                ,Sunday,Left Off Carriageway Into Object/Parked Vehicle       ,Day                             ,Other injury accident                    ,60 km/hr                          ,145.34469,-37.91034,Local Road
T20140025867,14/12/2014,09.25.00,Collision with vehicle                   ,Sunday,Right Through                        ,Day                             ,Other injury accident                    ,80 km/hr                          ,144.80941,-37.84724,Arterial Other
T20140025871,24/11/2014,17.45.00,Collision with vehicle                   ,Sunday,Rear End(Vehicles In Same Lane)               ,Day                             ,Other injury accident                    ,60 km/hr                          ,144.97656,-37.83837,Arterial Other
T20140025874,14/12/2014,10.20.00,Vehicle overturned (no collision)              ,Sunday,Off Carriageway On Left Bend                ,Day                             ,Other injury accident                    ,60 km/hr                          ,145.3125,-37.56285,Arterial Other
T20140025877,14/12/2014,04.30.00,Collision with a fixed object                ,Sunday,Left Off Carriageway Into Object/Parked Vehicle       ,Dark No street lights,Serious injury accident                   ,100 km/hr                          ,141.48687,-36.23423,Arterial Other
T20140025879,14/12/2014,10.55.00,Collision with vehicle                   ,Sunday,Cross Traffic(Intersections Only)              ,Day                             ,Serious injury accident                   ,80 km/hr                          ,145.45698,-37.79486,Local Road
T20140025881,14/12/2014,11.15.00,Collision with vehicle                   ,Sunday,Vehicle Collides With Vehicle Parked On Left Of Road    ,Day                             ,Other injury accident                    ,60 km/hr                          ,145.1378,-37.85827,Arterial Other
T20140025883,14/12/2014,10.23.00,No collision and no object struck              ,,Off Carriageway On Left Bend                ,Day                             ,Serious injury accident                   ,70 km/hr                          ,145.12482,-38.12995,Arterial Highway
T20140025885,4/10/2014,15.40.00,Collision with vehicle                   ,Saturday,Cross Traffic(Intersections Only)              ,Day                             ,Other injury accident                    ,50 km/hr                          ,146.52514,-38.19739,Local Road
T20140025886,14/12/2014,12.55.00,Collision with vehicle                   ,Sunday,Vehicle Collides With Vehicle Parked On Left Of Road    ,Day                             ,Serious injury accident                   ,100 km/hr                          ,144.31799,-38.1225,Freeway
T20140025888,13/12/2014,21.45.00,Collision with vehicle                   ,Saturday,Right Through                        ,Dark Street lights on,Serious injury accident                   ,60 km/hr                          ,145.29783,-38.0718,Arterial Other
T20140025889,14/12/2014,12.00.00,Collision with vehicle                   ,Sunday,Right Near (Intersections Only)               ,Day                             ,Serious injury accident                   ,100 km/hr                          ,145.53722,-38.24612,Arterial Highway
T20140025890,14/12/2014,13.55.00,Collision with vehicle                   ,Sunday,Rear End(Vehicles In Same Lane)               ,Day                             ,Other injury accident                    ,70 km/hr                          ,144.31673,-38.19807,Arterial Highway
T20140025891,9/12/2014,15.10.00,Collision with vehicle                   ,Monday,Right Through                        ,Day                             ,Serious injury accident                   ,60 km/hr                          ,145.03246,-37.86291,Arterial Other
T20140025892,14/12/2014,06.25.00,Collision with a fixed object                ,Sunday,Left Off Carriageway Into Object/Parked Vehicle       ,Dusk/Dawn                          ,Other injury accident                    ,100 km/hr                          ,146.30165,-36.08046,Arterial Highway
T20140025896,14/12/2014,14.40.00,Collision with vehicle                   ,,Lane Change Left (Not Overtaking)              ,Day                             ,Other injury accident                    ,100 km/hr                          ,144.94696,-37.61653,Arterial Other
T20140025897,11/11/2014,17.00.00,No collision and no object struck              ,Tuesday,Out Of Control On Carriageway (On Straight)         ,Day                             ,Other injury accident                    ,Not known                          ,144.95634,-37.80391,Arterial Other
T20140025898,14/12/2014,16.30.00,Collision with vehicle                   ,Sunday,Right Near (Intersections Only)               ,Day                             ,Other injury accident                    ,80 km/hr                          ,145.05867,-38.22106,Local Road
T20140025904,14/12/2014,15.30.00,Collision with a fixed object                ,Sunday,Right Off Carriageway Into Object/Parked Vehicle      ,Day                             ,Fatal accident                       ,100 km/hr                          ,144.87129,-36.22902,Local Road
T20140025905,9/11/2014,17.00.00,Collision with vehicle                   ,,Rear End(Vehicles In Same Lane)               ,Unk.                            ,Other injury accident                    ,60 km/hr                          ,145.05877,-37.6986,Arterial Highway
T20140025906,14/12/2014,15.37.00,Collision with vehicle                   ,Sunday,Right Through                        ,Day                             ,Serious injury accident                   ,60 km/hr                          ,145.10843,-38.20771,Local Road
T20140025908,14/12/2014,18.30.00,Collision with vehicle                   ,Sunday,Rear End(Vehicles In Same Lane)               ,Day                             ,Other injury accident                    ,60 km/hr                          ,145.0886,-37.89089,Arterial Highway
T20140025909,14/12/2014,15.15.00,Collision with vehicle                   ,Sunday,Pulling Out (Overtaking)                  ,Day                             ,Serious injury accident                   ,100 km/hr                          ,146.41281,-36.74817,Arterial Other
T20140025913,14/12/2014,16.15.00,Collision with vehicle                   ,Sunday,Rear End(Vehicles In Same Lane)               ,Day                             ,Serious injury accident                   ,80 km/hr                          ,145.24979,-38.01468,Freeway
T20140025915,9/12/2014,09.00.00,Collision with vehicle                   ,Monday,Left Near (Intersections Only)               ,Day                             ,Other injury accident                    ,60 km/hr                          ,142.76262,-37.06324,Arterial Highway
T20140025917,14/12/2014,18.25.00,No collision and no object struck              ,Sunday,Out Of Control On Carriageway (On Straight)         ,Day                             ,Serious injury accident                   ,50 km/hr                          ,144.26453,-36.76541,Local Road
T20140025920,14/12/2014,22.10.00,Collision with vehicle                   ,Sunday,Right Near (Intersections Only)               ,Dark Street lights on,Serious injury accident                   ,Not known                          ,144.7305,-37.69565,Local Road
T20140025921,14/12/2014,22.15.00,Collision with a fixed object                ,,Left Off Carriageway Into Object/Parked Vehicle       ,Dark No street lights,Serious injury accident                   ,80 km/hr                          ,144.41789,-38.18444,Local Road
T20140025922,15/12/2014,00.15.00,Collision with vehicle                   ,Monday,Vehicle Collides With Vehicle Parked On Left Of Road    ,Dark Street lights on,Other injury accident                    ,60 km/hr                          ,145.11384,-38.03694,Arterial Other
T20140025923,10/12/2014,23.24.00,Collision with a fixed object                ,Wednesday,Off Right Bend Into Object/Parked Vehicle          ,Dark Street lights on,Other injury accident                    ,50 km/hr                          ,145.07314,-37.75574,Local Road
T20140025924,14/12/2014,22.00.00,Collision with vehicle                   ,Sunday,Rear End(Vehicles In Same Lane)               ,Dark Street lights on,Serious injury accident                   ,70 km/hr                          ,144.99386,-37.79593,Freeway
T20140025926,15/12/2014,00.05.00,Collision with a fixed object                ,Monday,Right Off Carriageway Into Object/Parked Vehicle      ,Dark Street lights on,Serious injury accident                   ,70 km/hr                          ,144.98036,-37.69175,Arterial Other
T20140025927,15/12/2014,02.15.00,Collision with vehicle                   ,Monday,Right Near (Intersections Only)               ,Dark No street lights,Serious injury accident                   ,80 km/hr                          ,143.80485,-37.51035,Freeway
T20140025928,29/09/2014,14.45.00,Collision with vehicle                   ,Monday,Unknown-No Details On Manoeuvres Of Road-Users In Accident ,Unk.                            ,Other injury accident                    ,Not known                          ,144.95663,-37.81836,Arterial Other
T20140025929,14/12/2014,23.10.00,Collision with vehicle                   ,Sunday,Lane Side Swipe (Vehicles In Parallel Lanes)        ,Dark No street lights,Serious injury accident                   ,110 km/hr                          ,144.05943,-37.54973,Freeway
T20140025930,15/12/2014,01.42.00,Collision with a fixed object                ,Monday,Left Off Carriageway Into Object/Parked Vehicle       ,Dark Street lights on,Serious injury accident                   ,50 km/hr                          ,144.972,-37.73371,Local Road
T20140025932,13/12/2014,16.00.00,Collision with vehicle                   ,Saturday,Rear End(Vehicles In Same Lane)               ,Day                             ,Other injury accident                    ,60 km/hr                          ,144.97949,-37.41202,Arterial Highway
T20140025935,15/12/2014,06.40.00,Collision with vehicle                   ,Monday,Right Through                        ,Dusk/Dawn                          ,Other injury accident                    ,60 km/hr                          ,145.21335,-37.82775,Local Road
T20140025936,15/12/2014,06.17.00,No collision and no object struck              ,Monday,Off Carriageway To Left                   ,Dusk/Dawn                          ,Other injury accident                    ,100 km/hr                          ,146.4445,-38.29295,Arterial Other
T20140025939,25/11/2014,08.45.00,Collision with vehicle                   ,Monday,Rear End(Vehicles In Same Lane)               ,Day                             ,Other injury accident                    ,80 km/hr                          ,145.23507,-37.91757,Arterial Highway
T20140025940,11/12/2014,09.30.00,No collision and no object struck              ,Thursday,Out Of Control On Carriageway (On Straight)         ,Day                             ,Other injury accident                    ,60 km/hr                          ,145.11823,-37.51092,Arterial Other
T20140025943,15/12/2014,10.00.00,Collision with vehicle                   ,Monday,Pulling Out (Overtaking)                  ,Day                             ,Serious injury accident                   ,100 km/hr                          ,144.46313,-37.63575,Arterial Other
T20140025944,15/12/2014,08.30.00,Collision with a fixed object                ,Monday,Off Left Bend Into Object/Parked Vehicle          ,Day                             ,Other injury accident                    ,100 km/hr                          ,142.0897,-37.74356,Arterial Highway
T20140025945,15/12/2014,07.00.00,Collision with a fixed object                ,Sunday,Off Left Bend Into Object/Parked Vehicle          ,Day                             ,Other injury accident                    ,100 km/hr                          ,145.85198,-37.25812,Local Road
T20140025946,15/12/2014,09.08.00,Collision with vehicle                   ,Monday,Cross Traffic(Intersections Only)              ,Day                             ,Serious injury accident                   ,100 km/hr                          ,145.57763,-35.9843,Local Road
T20140025947,15/12/2014,10.30.00,Collision with vehicle                   ,Monday,Right Through                        ,Day                             ,Serious injury accident                   ,80 km/hr                          ,145.1806,-37.8182,Arterial Highway
T20140025949,13/12/2014,09.00.00,No collision and no object struck              ,Saturday,Out Of Control On Carriageway (On Bend)           ,Day                             ,Other injury accident                    ,Not known                          ,145.77819,-37.82748,Local Road
T20140025950,15/12/2014,10.00.00,Collision with vehicle                   ,Monday,Right Rear.                         ,Day                             ,Other injury accident                    ,100 km/hr                          ,145.10984,-37.54377,Arterial Other
T20140025952,4/12/2014,16.00.00,Struck Pedestrian                      ,Thursday,Ped Near Side. Ped Hit By Vehicle From The Right.      ,Day                             ,Other injury accident                    ,50 km/hr                          ,144.27996,-36.76354,Arterial Other
T20140025953,15/12/2014,10.41.00,Collision with vehicle                   ,Monday,Rear End(Vehicles In Same Lane)               ,Day                             ,Other injury accident                    ,80 km/hr                          ,144.9322,-37.81976,Freeway
T20140025955,14/12/2014,22.30.00,Collision with vehicle                   ,Sunday,Vehicle Collides With Vehicle Parked On Left Of Road    ,Dark Street lights on,Other injury accident                    ,50 km/hr                          ,145.0163,-37.83888,Local Road
T20140025957,26/11/2014,15.45.00,Collision with vehicle                   ,Wednesday,Rear End(Vehicles In Same Lane)               ,Day                             ,Other injury accident                    ,60 km/hr                          ,143.84,-37.54133,Arterial Other
T20140025962,16/11/2014,16.00.00,Collision with vehicle                   ,,Right Rear.                         ,Day                             ,Other injury accident                    ,60 km/hr                          ,144.98788,-37.83163,Arterial Highway
T20140025965,15/12/2014,12.39.00,Collision with vehicle                   ,Monday,Head On (Not Overtaking)                  ,Day                             ,Other injury accident                    ,100 km/hr                          ,145.45084,-38.04965,Local Road
T20140025966,15/12/2014,13.50.00,Collision with vehicle                   ,Monday,Rear End(Vehicles In Same Lane)               ,Day                             ,Other injury accident                    ,60 km/hr                          ,144.9757,-37.83666,Arterial Other
T20140025967,15/12/2014,13.00.00,Collision with vehicle                   ,Monday,Rear End(Vehicles In Same Lane)               ,Day                             ,Other injury accident                    ,70 km/hr                          ,145.13227,-37.63944,Local Road
T20140025968,8/10/2014,16.40.00,Struck Pedestrian                      ,Wednesday,Veh Strikes Ped On Footpath/Median/Traffic Island.,Day                             ,Serious injury accident                   ,50 km/hr                          ,144.77241,-37.77009,Arterial Other
T20140025969,7/12/2014,12.00.00,Collision with vehicle                   ,,Right Rear.                         ,Day                             ,Serious injury accident                   ,60 km/hr                          ,144.9606,-37.77612,Arterial Other
T20140025970,15/12/2014,13.46.00,Collision with a fixed object                ,Sunday,Left Off Carriageway Into Object/Parked Vehicle       ,Day                             ,Other injury accident                    ,70 km/hr                          ,145.11018,-37.7289,Arterial Other
T20140025972,15/12/2014,07.30.00,Collision with a fixed object                ,Monday,Off Left Bend Into Object/Parked Vehicle          ,Day                             ,Other injury accident                    ,100 km/hr                          ,146.06693,-37.11248,Local Road
T20140025973,14/12/2014,15.35.00,Collision with vehicle                   ,,Rear End(Vehicles In Same Lane)               ,Day                             ,Other injury accident                    ,60 km/hr                          ,145.33431,-37.76114,Arterial Highway
T20140025974,2/12/2014,05.00.00,No collision and no object struck              ,Tuesday,Off Carriageway To Left                   ,Dark Street lights unknown,Other injury accident                    ,60 km/hr                          ,145.12466,-38.08603,Arterial Highway
T20140025978,11/10/2014,10.00.00,No collision and no object struck              ,Saturday,Out Of Control On Carriageway (On Straight)         ,Day                             ,Other injury accident                    ,Not known                          ,146.40977,-37.95734,Local Road
T20140025980,15/12/2014,11.30.00,Collision with vehicle                   ,Monday,Rear End(Vehicles In Same Lane)               ,Day                             ,Other injury accident                    ,110 km/hr                          ,146.82526,-36.10289,Local Road
T20140025983,13/12/2014,13.15.00,Collision with vehicle                   ,Saturday,Rear End(Vehicles In Same Lane)               ,Day                             ,Other injury accident                    ,60 km/hr                          ,146.51027,-38.20542,Arterial Highway
T20140025986,15/12/2014,15.15.00,Struck Pedestrian                      ,Monday,Ped Near Side. Ped Hit By Vehicle From The Right.      ,Day                             ,Serious injury accident                   ,60 km/hr                          ,144.95503,-37.79965,Arterial Other
T20140025990,4/11/2014,21.30.00,No collision and no object struck              ,Tuesday,Out Of Control On Carriageway (On Straight)         ,Dark Street lights on,Other injury accident                    ,40 km/hr                          ,144.98517,-37.79905,Arterial Other
T20140025996,15/12/2014,13.25.00,Collision with vehicle                   ,Monday,Right Near (Intersections Only)               ,Day                             ,Other injury accident                    ,100 km/hr                          ,144.78919,-37.80004,Freeway
T20140025997,15/12/2014,17.20.00,Collision with vehicle                   ,Monday,Vehicle Off Footpath Strikes Veh On Carriageway,Day                             ,Other injury accident                    ,60 km/hr                          ,145.14547,-37.83151,Arterial Other
T20140025998,30/10/2014,17.00.00,Collision with vehicle                   ,Thursday,Vehicle Strikes Another Veh While Emerging From Driveway,Dusk/Dawn                          ,Other injury accident                    ,50 km/hr                          ,144.28155,-36.75908,Local Road
T20140025999,15/12/2014,13.15.00,Collision with a fixed object                ,Monday,Right Off Carriageway Into Object/Parked Vehicle      ,Day                             ,Serious injury accident                   ,100 km/hr                          ,145.59334,-38.19091,Local Road
T20140026000,15/12/2014,14.30.00,Collision with vehicle                   ,Monday,Right Through                        ,Day                             ,Other injury accident                    ,60 km/hr                          ,145.109,-37.88251,Arterial Other
T20140026001,15/12/2014,17.00.00,Collision with vehicle                   ,Monday,Right Through                        ,Day                             ,Other injury accident                    ,50 km/hr                          ,144.273,-36.76531,Arterial Other
T20140026006,15/12/2014,19.10.00,Collision with vehicle                   ,Monday,Vehicle Off Footpath Strikes Veh On Carriageway,Dusk/Dawn                          ,Other injury accident                    ,80 km/hr                          ,145.1242,-38.02202,Arterial Other
T20140026007,15/12/2014,18.32.00,Collision with vehicle                   ,Monday,Right Through                        ,Day                             ,Serious injury accident                   ,40 km/hr                          ,144.99687,-37.83161,Arterial Other
T20140026010,15/12/2014,18.08.00,Collision with vehicle                   ,Monday,Head On (Not Overtaking)                  ,Day                             ,Other injury accident                    ,100 km/hr                          ,144.57068,-37.56242,Arterial Other
T20140026011,15/12/2014,18.25.00,Vehicle overturned (no collision)              ,Monday,Off Carriageway To Left                   ,Dusk/Dawn                          ,Serious injury accident                   ,100 km/hr                          ,146.48744,-38.25782,Local Road
T20140026012,15/12/2014,17.45.00,Collision with vehicle                   ,Monday,Cross Traffic(Intersections Only)              ,Day                             ,Other injury accident                    ,50 km/hr                          ,147.08401,-37.95941,Local Road
T20140026013,15/12/2014,20.07.00,Collision with vehicle                   ,Monday,Vehicle Strikes Door Of Parked/Stationary Vehicle      ,Dusk/Dawn                          ,Serious injury accident                   ,60 km/hr                          ,144.9632,-37.75533,Arterial Other
T20140026014,15/12/2014,18.00.00,Collision with a fixed object                ,Sunday,Off Left Bend Into Object/Parked Vehicle          ,Day                             ,Other injury accident                    ,80 km/hr                          ,143.25868,-38.74591,Arterial Highway
T20140026015,14/12/2014,02.00.00,Collision with vehicle                   ,Sunday,Vehicle Collides With Vehicle Parked On Left Of Road    ,Dark Street lights on,Other injury accident                    ,60 km/hr                          ,142.14001,-34.20356,Arterial Highway
T20140026016,15/12/2014,15.55.00,Collision with vehicle                   ,Monday,Lane Change Right (Not Overtaking)             ,Day                             ,Fatal accident                       ,80 km/hr                          ,144.97468,-37.6471,Arterial Other
T20140026020,15/12/2014,22.45.00,Collision with vehicle                   ,Sunday,Vehicle Collides With Vehicle Parked On Left Of Road    ,Dark Street lights on,Serious injury accident                   ,60 km/hr                          ,144.92361,-37.77442,Arterial Other
T20140026021,16/12/2014,01.15.00,Collision with a fixed object                ,Tuesday,Off Right Bend Into Object/Parked Vehicle          ,Dark No street lights,Serious injury accident                   ,100 km/hr                          ,147.49449,-37.81806,Arterial Other
T20140026022,14/12/2014,14.05.00,Collision with a fixed object                ,Sunday,Out Of Control (Overtaking)                 ,Day                             ,Other injury accident                    ,50 km/hr                          ,145.54778,-37.78436,Local Road
T20140026025,16/12/2014,07.05.00,Collision with vehicle                   ,Tuesday,Right Through                        ,Day                             ,Serious injury accident                   ,Not known                          ,145.31462,-37.80266,Arterial Other
T20140026027,16/12/2014,07.00.00,Collision with vehicle                   ,Monday,Rear End(Vehicles In Same Lane)               ,Day                             ,Other injury accident                    ,60 km/hr                          ,144.97719,-37.74248,Arterial Highway
T20140026030,16/12/2014,07.55.00,Collision with vehicle                   ,Monday,Rear End(Vehicles In Same Lane)               ,Day                             ,Other injury accident                    ,60 km/hr                          ,144.57474,-37.70296,Local Road
T20140026034,16/12/2014,09.00.00,Vehicle overturned (no collision)              ,Tuesday,Out Of Control On Carriageway (On Straight)         ,Day                             ,Other injury accident                    ,50 km/hr                          ,144.99673,-37.79209,Local Road
T20140026035,15/12/2014,18.00.00,Collision with vehicle                   ,Monday,Rear End(Vehicles In Same Lane)               ,Day                             ,Other injury accident                    ,40 km/hr                          ,145.32269,-38.08804,Arterial Other
T20140026036,16/12/2014,08.16.00,Collision with vehicle                   ,Monday,Right Near (Intersections Only)               ,Day                             ,Other injury accident                    ,40 km/hr                          ,144.92513,-37.79143,Local Road
T20140026039,16/12/2014,09.08.00,Collision with vehicle                   ,Tuesday,Entering Parking                      ,Day                             ,Serious injury accident                   ,40 km/hr                          ,144.98725,-37.79043,Arterial Other
T20140026040,9/11/2014,19.23.00,Collision with vehicle                   ,Sunday,Other On Path                        ,Dusk/Dawn                          ,Other injury accident                    ,50 km/hr                          ,144.92927,-37.64894,Local Road
T20140026041,16/12/2014,06.30.00,Collision with vehicle                   ,Monday,Vehicle Collides With Vehicle Parked On Left Of Road    ,Dusk/Dawn                          ,Other injury accident                    ,70 km/hr                          ,145.11806,-37.89837,Arterial Other
T20140026045,16/12/2014,11.23.00,Collision with vehicle                   ,Tuesday,Right Near (Intersections Only)               ,Day                             ,Serious injury accident                   ,60 km/hr                          ,144.34743,-38.09004,Arterial Other
T20140026047,13/12/2014,11.00.00,Collision with vehicle                   ,Saturday,Right Through                        ,Day                             ,Other injury accident                    ,70 km/hr                          ,145.1251,-38.13078,Arterial Highway
T20140026048,16/12/2014,12.04.00,Collision with vehicle                   ,Tuesday,Right Through                        ,Day                             ,Other injury accident                    ,70 km/hr                          ,145.12463,-38.38747,Local Road
T20140026049,16/12/2014,11.30.00,Collision with vehicle                   ,Tuesday,Left Turn Sideswipe                     ,Day                             ,Other injury accident                    ,100 km/hr                          ,145.10655,-37.56894,Arterial Other
T20140026050,16/12/2014,11.05.00,Collision with vehicle                   ,Tuesday,Lane Change Right (Not Overtaking)             ,Day                             ,Serious injury accident                   ,60 km/hr                          ,145.12176,-38.14604,Arterial Other
T20140026052,16/12/2014,13.00.00,Struck Pedestrian                      ,Tuesday,Ped On Foothpath Struck By Vehentering/Leaving Driveway.  ,Unk.                            ,Other injury accident                    ,Not known                          ,144.95331,-37.80558,Local Road
T20140026053,13/12/2014,12.05.00,Collision with vehicle                   ,Saturday,Rear End(Vehicles In Same Lane)               ,Day                             ,Other injury accident                    ,80 km/hr                          ,145.16454,-38.15477,Arterial Other
T20140026056,3/12/2014,11.00.00,No collision and no object struck              ,Wednesday,Out Of Control On Carriageway (On Straight)         ,Day                             ,Other injury accident                    ,100 km/hr                          ,146.40717,-37.02427,Local Road
T20140026057,16/12/2014,11.00.00,Collision with vehicle                   ,Monday,Rear End(Vehicles In Same Lane)               ,Day                             ,Other injury accident                    ,100 km/hr                          ,144.92925,-37.736,Freeway
T20140026058,12/12/2014,08.40.00,Collision with vehicle                   ,Friday,Right Through                        ,Day                             ,Serious injury accident                   ,40 km/hr                          ,144.98652,-37.83832,Arterial Highway
T20140026059,18/09/2014,00.34.00,Collision with vehicle                   ,Thursday,Vehicle Strikes Another Veh While Emerging From Driveway,Dark Street lights on,Other injury accident                    ,50 km/hr                          ,144.9686,-37.66135,Local Road
T20140026060,2/10/2014,04.20.00,Struck animal                        ,Wednesday,Struck Animal                        ,Dark No street lights,Other injury accident                    ,100 km/hr                          ,144.35632,-36.77264,Arterial Highway
T20140026070,30/11/2014,18.13.00,Collision with vehicle                   ,Sunday,Cross Traffic(Intersections Only)              ,Day                             ,Serious injury accident                   ,50 km/hr                          ,144.6555,-37.90456,Arterial Other
T20140026072,16/12/2014,17.00.00,No collision and no object struck              ,Tuesday,Out Of Control On Carriageway (On Straight)         ,Unk.                            ,Other injury accident                    ,Not known                          ,144.97135,-37.79258,Arterial Other
T20140026075,3/12/2014,16.00.00,Collision with vehicle                   ,Wednesday,Lane Change Left (Not Overtaking)              ,Day                             ,Other injury accident                    ,60 km/hr                          ,145.01588,-37.66929,Arterial Other
T20140026076,16/12/2014,17.35.00,Collision with vehicle                   ,Monday,Rear End(Vehicles In Same Lane)               ,Day                             ,Other injury accident                    ,80 km/hr                          ,144.76613,-37.69474,Arterial Other
T20140026077,16/12/2014,17.51.00,Collision with vehicle                   ,Monday,Rear End(Vehicles In Same Lane)               ,Day                             ,Other injury accident                    ,60 km/hr                          ,145.15845,-37.80727,Arterial Other
T20140026079,15/12/2014,15.10.00,Collision with vehicle                   ,Monday,Other On Path                        ,Day                             ,Other injury accident                    ,50 km/hr                          ,145.09036,-37.93908,Arterial Other
T20140026081,16/12/2014,16.44.00,collision with some other object              ,Monday,Other Accidents Not Classifiable Elsewhere         ,Day                             ,Other injury accident                    ,80 km/hr                          ,144.64479,-37.90815,Arterial Other
T20140026083,16/12/2014,19.00.00,Collision with vehicle                   ,Tuesday,Vehicle Collides With Vehicle Parked On Left Of Road    ,Dusk/Dawn                          ,Other injury accident                    ,60 km/hr                          ,144.76322,-37.87029,Arterial Other
T20140026086,16/12/2014,15.45.00,Collision with vehicle                   ,Monday,Rear End(Vehicles In Same Lane)               ,Day                             ,Other injury accident                    ,60 km/hr                          ,145.12772,-37.70453,Arterial Other
